solver,length_m,rho_ohm_m,frequency_hz,z_real_ohm,z_imag_ohm,z_magnitude_ohm,z_phase_deg
mHEM,10,30,2.7384196342643612e+04,4.1203312006103028e+00,6.5574605355882198e-01,4.1721855291298722e+00,9.0427216982724783e+00
mHEM,10,30,2.8183829312644550e+04,4.1216595915647529e+00,6.7770750540030877e-01,4.1770043394295913e+00,9.3373593150392402e+00
mHEM,10,30,2.9006811986931560e+04,4.1231996518725795e+00,7.0029211456189200e-01,4.1822463359921453e+00,9.6392417568456654e+00
mHEM,10,30,2.9853826189179570e+04,4.1249637012226206e+00,7.2351416147716219e-01,4.1879348464681518e+00,9.9484210315948545e+00
mHEM,10,30,3.0725573652674455e+04,4.1269646473780659e+00,7.4738805115368590e-01,4.1940941929951538e+00,1.0264938888475626e+01
mHEM,10,30,3.1622776601683792e+04,4.1292160089065719e+00,7.7192829739559621e-01,4.2007497121978572e+00,1.0588825889459654e+01
mHEM,10,30,3.2546178349804602e+04,4.1317319383254114e+00,7.9714950547637753e-01,4.2079277731752356e+00,1.0920100448725044e+01
mHEM,10,30,3.3496543915782793e+04,4.1345272455380941e+00,8.2306635295663333e-01,4.2156557930488292e+00,1.1258767840693565e+01
mHEM,10,30,3.4474660657314911e+04,4.1376174215832933e+00,8.4969356876458724e-01,4.2239622498537415e+00,1.1604819183442734e+01
mHEM,10,30,3.5481338923357529e+04,4.1410186625583805e+00,8.7704591022996681e-01,4.2328766923107874e+00,1.1958230399711100e+01
mHEM,10,30,3.6517412725483773e+04,4.1447478936529576e+00,9.0513813806626897e-01,4.2424297461387264e+00,1.2318961162458709e+01
mHEM,10,30,3.7583740428844430e+04,4.1488227932410817e+00,9.3398498917986017e-01,4.2526531165532457e+00,1.2686953831189580e+01
mHEM,10,30,3.8681205463305247e+04,4.1532618168474702e+00,9.6360114711200806e-01,4.2635795864506534e+00,1.3062132385561375e+01
mHEM,10,30,3.9810717055349691e+04,4.1580842209372921e+00,9.9400121009660525e-01,4.2752430099447221e+00,1.3444401365668879e+01
mHEM,10,30,4.0973210981354132e+04,4.1633100863621753e+00,1.0251996565162271e+00,4.2876783007737433e+00,1.3833644826968175e+01
mHEM,10,30,4.2169650342858222e+04,4.1689603413179981e+00,1.0572108076898230e+00,4.3009214151595989e+00,1.4229725320610706e+01
mHEM,10,30,4.3401026364474405e+04,4.1750567836453181e+00,1.0900487878781004e+00,4.3150093286825353e+00,1.4632482910227816e+01
mHEM,10,30,4.4668359215096345e+04,4.1816221023031224e+00,1.1237274813245577e+00,4.3299800067383707e+00,1.5041734236090830e+01
mHEM,10,30,4.5972698853087182e+04,4.1886798977804460e+00,1.1582604862935855e+00,4.3458723681418743e+00,1.5457271640317012e+01
mHEM,10,30,4.7315125896148027e+04,4.1962547012616858e+00,1.1936610659648237e+00,4.3627262414986658e+00,1.5878862365839726e+01
mHEM,10,30,4.8696752516586312e+04,4.2043719922687499e+00,1.2299420960459995e+00,4.3805823139167153e+00,1.6306247842627400e+01
mHEM,10,30,5.0118723362727251e+04,4.2130582145265159e+00,1.2671160090930329e+00,4.3994820717317635e+00,1.6739143076387645e+01
mHEM,10,30,5.1582216507230609e+04,4.2223407897574115e+00,1.3051947353570756e+00,4.4194677328896823e+00,1.7177236153000518e+01
mHEM,10,30,5.3088444423098794e+04,4.2322481290948151e+00,1.3441896401948217e+00,4.4405821707332080e+00,1.7620187874489787e+01
mHEM,10,30,5.4638654988185401e+04,4.2428096417653309e+00,1.3841114578986655e+00,4.4628688289197145e+00,1.8067631539733227e+01
mHEM,10,30,5.6234132519034909e+04,4.2540557406842048e+00,1.4249702219747993e+00,4.4863716273134511e+00,1.8519172884496598e+01
mHEM,10,30,5.7876198834912087e+04,4.2660178445713415e+00,1.4667751918488947e+00,4.5111348587272886e+00,1.8974390193795735e+01
mHEM,10,30,5.9566214352901094e+04,4.2787283761636372e+00,1.5095347760091644e+00,4.5372030764523812e+00,1.9432834598662520e+01
mHEM,10,30,6.1305579214982019e+04,4.2922207560920729e+00,1.5532564516447538e+00,4.5646209726113796e+00,1.9894030568233177e+01
mHEM,10,30,6.3095734448019299e+04,4.3065293919473380e+00,1.5979466808692497e+00,4.5934332474313111e+00,2.0357476606521654e+01
mHEM,10,30,6.4938163157621129e+04,4.3216896620512761e+00,1.6436108236637217e+00,4.6236844696351644e+00,2.0822646161344970e+01
mHEM,10,30,6.6834391756861485e+04,4.3377378934099342e+00,1.6902530476775004e+00,4.6554189282069487e+00,2.1288988750322812e+01
mHEM,10,30,6.8785991230880813e+04,4.3547113333307594e+00,1.7378762351641515e+00,4.6886804759321876e+00,2.1755931307406669e+01
mHEM,10,30,7.0794578438413737e+04,4.3726481141411488e+00,1.7864818872870660e+00,4.7235123651480899e+00,2.2222879749749687e+01
mHEM,10,30,7.2861817451322742e+04,4.3915872104451630e+00,1.8360700261405662e+00,4.7599570762599681e+00,2.2689220762495673e+01
mHEM,10,30,7.4989420933245579e+04,4.4115683883643699e+00,1.8866390949150091e+00,4.7980561396963175e+00,2.3154323796248693e+01
mHEM,10,30,7.7179151558501268e+04,4.4326321461574691e+00,1.9381858566550991e+00,4.8378499520020704e+00,2.3617543268657908e+01
mHEM,10,30,7.9432823472428208e+04,4.4548196456713969e+00,1.9907052921949484e+00,4.8793775869297926e+00,2.4078220958970231e+01
mHEM,10,30,8.1752303794364940e+04,4.4781726340458015e+00,2.0441904978809862e+00,4.9226766024129214e+00,2.4535688581076418e+01
mHEM,10,30,8.4139514164519482e+04,4.5027333551418733e+00,2.0986325838331861e+00,4.9677828444320662e+00,2.4989270518234829e+01
mHEM,10,30,8.6596432336006532e+04,4.5285444501558390e+00,2.1540205735480473e+00,5.0147302488075578e+00,2.5438286699847367e+01
mHEM,10,30,8.9125093813374595e+04,4.5556488469680909e+00,2.2103413057654104e+00,5.0635506420746337e+00,2.5882055598360878e+01
mHEM,10,30,9.1727593538978035e+04,4.5840896377872848e+00,2.2675793396138215e+00,5.1142735426169974e+00,2.6319897322523762e+01
mHEM,10,30,9.4406087628592257e+04,4.6139099447307368e+00,2.3257168641425809e+00,5.1669259633018152e+00,2.6751136781465604e+01
mHEM,10,30,9.7162795157710585e+04,4.6451527730702136e+00,2.3847336134648036e+00,5.2215322169216574e+00,2.7175106892982594e+01
mHEM,10,30,1.0000000000000000e+05,4.6778608519553044e+00,2.4446067888119085e+00,5.2781137257699626e+00,2.7591151808472805e+01
mHEM,10,30,1.0292005271944286e+05,4.7120764625365021e+00,2.5053109889247418e+00,5.3366888367242833e+00,2.7998630126951742e+01
mHEM,10,30,1.0592537251772897e+05,4.7478412535596837e+00,2.5668181502707248e+00,5.3972726432488489e+00,2.8396918070355039e+01
mHEM,10,30,1.0901844923851268e+05,4.7851960446325963e+00,2.6290974986750233e+00,5.4598768157447202e+00,2.8785412593169401e+01
mHEM,10,30,1.1220184543019629e+05,4.8241806175364967e+00,2.6921155140127251e+00,5.5245094416973179e+00,2.9163534400276060e+01
mHEM,10,30,1.1547819846894582e+05,4.8648334961488917e+00,2.7558359096898633e+00,5.5911748771066359e+00,2.9530730848437216e+01
mHEM,10,30,1.1885022274370189e+05,4.9071917157432035e+00,2.8202196286393626e+00,5.6598736106755485e+00,2.9886478708185667e+01
mHEM,10,30,1.2232071190499325e+05,4.9512905826414606e+00,2.8852248576271022e+00,5.7306021422555018e+00,3.0230286765363470e+01
mHEM,10,30,1.2589254117941661e+05,4.9971634254615909e+00,2.9508070616204281e+00,5.8033528770599503e+00,3.0561698243251257e+01
mHEM,10,30,1.2956866975170189e+05,5.0448413394192526e+00,3.0169190399511820e+00,5.8781140371324376e+00,3.0880293028858166e+01
mHEM,10,30,1.3335214321633239e+05,5.0943529254327720e+00,3.0835110059612125e+00,5.9548695915821170e+00,3.1185689689410744e+01
mHEM,10,30,1.3724609610075626e+05,5.1457240260283399e+00,3.1505306916628162e+00,6.0335992070367661e+00,3.1477547267174845e+01
mHEM,10,30,1.4125375446227554e+05,5.1989774603449268e+00,3.2179234788835127e+00,6.1142782198003021e+00,3.1755566843669676e+01
mHEM,10,30,1.4537843856076605e+05,5.2541327607718866e+00,3.2856325581177548e+00,6.1968776310961493e+00,3.2019492866308724e+01
mHEM,10,30,1.4962356560944329e+05,5.3112059140514827e+00,3.3535991161323380e+00,6.2813641267784375e+00,3.2269114232952781e+01
mHEM,10,30,1.5399265260594920e+05,5.3702091099104896e+00,3.4217625530672526e+00,6.3677001227867924e+00,3.2504265131727600e+01
mHEM,10,30,1.5848931924611141e+05,5.4311505005260035e+00,3.4900607294824653e+00,6.4558438375505593e+00,3.2724825635481103e+01
mHEM,10,30,1.6311729092278396e+05,5.4940339743058955e+00,3.5584302434552932e+00,6.5457493924198422e+00,3.2930722052164796e+01
mHEM,10,30,1.6788040181225591e+05,5.5588589476794183e+00,3.6268067373717177e+00,6.6373669410723721e+00,3.3121927033225703e+01
mHEM,10,30,1.7278259805078627e+05,5.6256201786546294e+00,3.6951252336868814e+00,6.7306428286691657e+00,3.3298459444235796e+01
mHEM,10,30,1.7782794100389228e+05,5.6943076060129592e+00,3.7633204983835973e+00,6.8255197813390893e+00,3.3460384002347148e+01
mHEM,10,30,1.8302061063110569e+05,5.7649062179825856e+00,3.8313274303961378e+00,6.9219371263426073e+00,3.3607810686596530e+01
mHEM,10,30,1.8836490894898021e+05,5.8373959542018214e+00,3.8990814746963016e+00,7.0198310430131921e+00,3.3740893927412536e+01
mHEM,10,30,1.9386526359522057e+05,5.9117516446156877e+00,3.9665190562164692e+00,7.1191348442731917e+00,3.3859831582618064e+01
mHEM,10,30,1.9952623149688786e+05,5.9879429887543418e+00,4.0335780312210900e+00,7.2197792882138501e+00,3.3964863707530704e+01
mHEM,10,30,2.0535250264571462e+05,6.0659345785313974e+00,4.1001981522048441e+00,7.3216929188792736e+00,3.4056271127297535e+01
mHEM,10,30,2.1134890398366476e+05,6.1456859673105413e+00,4.1663215418734323e+00,7.4248024350198243e+00,3.4134373819975586e+01
mHEM,10,30,2.1752040340195244e+05,6.2271517875305591e+00,4.2318931712817802e+00,7.5290330852033316e+00,3.4199529119184035e+01
mHEM,10,30,2.2387211385683378e+05,6.3102819186149723e+00,4.2968613367679618e+00,7.6343090872593322e+00,3.4252129745538525e+01
mHEM,10,30,2.3040929760558446e+05,6.3950217062537389e+00,4.3611781299777297e+00,7.7405540696291588e+00,3.4292601676645830e+01
mHEM,10,30,2.3713737056616554e+05,6.4813122334754265e+00,4.4247998949447549e+00,7.8476915317882705e+00,3.4321401865467266e+01
mHEM,10,30,2.4406190680419814e+05,6.5690906431267919e+00,4.4876876660417988e+00,7.9556453204978697e+00,3.4339015817810683e+01
mHEM,10,30,2.5118864315095820e+05,6.6582905106147958e+00,4.5498075804946811e+00,8.0643401182781158e+00,3.4345955039870347e+01
mHEM,10,30,2.5852348395621887e+05,6.7488422648968518e+00,4.6111312591817972e+00,8.1737019401163380e+00,3.4342754367540749e+01
mHEM,10,30,2.6607250597988087e+05,6.8406736548808444e+00,4.6716361495862371e+00,8.2836586341242828e+00,3.4329969189805396e+01
mHEM,10,30,2.7384196342643612e+05,6.9337102575406693e+00,4.7313058250264337e+00,8.3941403815669986e+00,3.4308172579224752e+01
mHEM,10,30,2.8183829312644550e+05,7.0278760232499167e+00,4.7901302346749812e+00,8.5050801914690055e+00,3.4277952343203864e+01
mHEM,10,30,2.9006811986931559e+05,7.1230938530408014e+00,4.8481058994026798e+00,8.6164143848268306e+00,3.4239908010670113e+01
mHEM,10,30,2.9853826189179573e+05,7.2192862018206458e+00,4.9052360490931761e+00,8.7280830633720026e+00,3.4194647769333123e+01
mHEM,10,30,3.0725573652674456e+05,7.3163757009274093e+00,4.9615306978188682e+00,8.8400305577820273e+00,3.4142785369638780e+01
mHEM,10,30,3.1622776601683791e+05,7.4142857929014010e+00,5.0170066540945015e+00,8.9522058502945558e+00,3.4084937012188512e+01
mHEM,10,30,3.2546178349804599e+05,7.5129413709369564e+00,5.0716874643256462e+00,9.0645629667918346e+00,3.4021718236087935e+01
mHEM,10,30,3.3496543915782793e+05,7.6122694152026469e+00,5.1256032885347222e+00,9.1770613336224152e+00,3.3953740826305818e+01
mHEM,10,30,3.4474660657314910e+05,7.7121996180734991e+00,5.1787907084641214e+00,9.2896660947036924e+00,3.3881609758740247e+01
mHEM,10,30,3.5481338923357532e+05,7.8126649903279031e+00,5.2312924691518266e+00,9.4023483847866380e+00,3.3805920201953988e+01
mHEM,10,30,3.6517412725483772e+05,7.9136024404925678e+00,5.2831571561222122e+00,9.5150855551831626e+00,3.3727254595055406e+01
mHEM,10,30,3.7583740428844432e+05,8.0149533198169287e+00,5.3344388113050947e+00,9.6278613487317379e+00,3.3646179821220436e+01
mHEM,10,30,3.8681205463305250e+05,8.1166639257699380e+00,5.3851964917492081e+00,9.7406660213069127e+00,3.3563244496453343e+01
mHEM,10,30,3.9810717055349692e+05,8.2186859574962412e+00,5.4354937760763820e+00,9.8534964077585681e+00,3.3478976393062652e+01
mHEM,10,30,4.0973210981354135e+05,8.3209769173347770e+00,5.4853982244097317e+00,9.9663559307891276e+00,3.3393880016960864e+01
mHEM,10,30,4.2169650342858228e+05,8.4235004532516626e+00,5.5349807982059129e+00,1.0079254551921940e+01,3.3308434357438479e+01
mHEM,10,30,4.3401026364474400e+05,8.5262266378740090e+00,5.5843152470161659e+00,1.0192208664389165e+01,3.3223090827433744e+01
mHEM,10,30,4.4668359215096349e+05,8.6291321807269448e+00,5.6334774696419849e+00,1.0305240928450980e+01,3.3138271411268732e+01
mHEM,10,30,4.5972698853087181e+05,8.7322005711996429e+00,5.6825448575251647e+00,1.0418380050345881e+01,3.3054367035952353e+01
mHEM,10,30,4.7315125896148029e+05,8.8354221507620920e+00,5.7315956283825962e+00,1.0531660506751626e+01,3.2971736180555240e+01
mHEM,10,30,4.8696752516586310e+05,8.9387941139079601e+00,5.7807081582314392e+00,1.0645122217310570e+01,3.2890703736926945e+01
mHEM,10,30,5.0118723362727248e+05,9.0423204382906235e+00,5.8299603198719554e+00,1.0758810168415922e+01,3.2811560132993542e+01
mHEM,10,30,5.1582216507230612e+05,9.1460117454617116e+00,5.8794288357583486e+00,1.0872773992080878e+01,3.2734560727968834e+01
mHEM,10,30,5.3088444423098792e+05,9.2498850945131075e+00,5.9291886529409750e+00,1.0987067504291570e+01,3.2659925486706406e+01
mHEM,10,30,5.4638654988185398e+05,9.3539637118099073e+00,5.9793123473592349e+00,1.1101748207788681e+01,3.2587838937711886e+01
mHEM,10,30,5.6234132519034913e+05,9.4582766607756152e+00,6.0298695643543638e+00,1.1216876764719304e+01,3.2518450416953584e+01
mHEM,10,30,5.7876198834912083e+05,9.5628584564382511e+00,6.0809265016899561e+00,1.1332516445027901e+01,3.2451874596511942e+01
mHEM,10,30,5.9566214352901094e+05,9.6677486301006574e+00,6.1325454407978519e+00,1.1448732556849411e+01,3.2388192294258182e+01
mHEM,10,30,6.1305579214982025e+05,9.7729912500741918e+00,6.1847843312707278e+00,1.1565591865458448e+01,3.2327451557475783e+01
mHEM,10,30,6.3095734448019299e+05,9.8786344049243446e+00,6.2376964329110010e+00,1.1683162007577639e+01,3.2269669010077493e+01
mHEM,10,30,6.4938163157621131e+05,9.9847296560833581e+00,6.2913300188862014e+00,1.1801510907998566e+01,3.2214831449781514e+01
mHEM,10,30,6.6834391756861482e+05,1.0091331467027656e+01,6.3457281427250924e+00,1.1920706205539830e+01,3.2162897678171518e+01
mHEM,10,30,6.8785991230880818e+05,1.0198496616449756e+01,6.4009284710868464e+00,1.2040814695347956e+01,3.2113800543420389e+01
mHEM,10,30,7.0794578438413737e+05,1.0306283603026166e+01,6.4569631833652670e+00,1.2161901794429214e+01,3.2067449172167038e+01
mHEM,10,30,7.2861817451322742e+05,1.0414752049445111e+01,6.5138589383413521e+00,1.2284031037083498e+01,3.2023731364145036e+01
mHEM,10,30,7.4989420933245588e+05,1.0523962113336083e+01,6.5716369072343097e+00,1.2407263606591801e+01,3.1982516120495518e+01
mHEM,10,30,7.7179151558501273e+05,1.0633973912639739e+01,6.6303128716234792e+00,1.2531657909084437e+01,3.1943656274297563e+01
mHEM,10,30,7.9432823472428217e+05,1.0744846972741762e+01,6.6898973838685247e+00,1.2657269194985494e+01,3.1906991190018644e+01
mHEM,10,30,8.1752303794364934e+05,1.0856639702399418e+01,6.7503959868064509e+00,1.2784149232796368e+01,3.1872349497132557e+01
mHEM,10,30,8.4139514164519473e+05,1.0969408905094426e+01,6.8118094886934042e+00,1.2912346039253222e+01,3.1839551822312082e+01
mHEM,10,30,8.6596432336006535e+05,1.1083209331947955e+01,6.8741342885805210e+00,1.3041903669066746e+01,3.1808413484364589e+01
mHEM,10,30,8.9125093813374592e+05,1.1198093281745395e+01,6.9373627465873264e+00,1.3172862066552167e+01,3.1778747116485949e+01
mHEM,10,30,9.1727593538978032e+05,1.1314110252936958e+01,7.0014835928646413e+00,1.3305256980485794e+01,3.1750365181451194e+01
mHEM,10,30,9.4406087628592260e+05,1.1431306651698014e+01,7.0664823684570965e+00,1.3439119942498849e+01,3.1723082347150861e+01
mHEM,10,30,9.7162795157710579e+05,1.1549725559282324e+01,7.1323418907627083e+00,1.3574478308261719e+01,3.1696717692214314e+01
mHEM,10,30,1.0000000000000000e+06,1.1669406560952584e+01,7.1990427359081748e+00,1.3711355359636606e+01,3.1671096714577285e+01
mHEM,10,30,1.0292005271944286e+06,1.1790385637789377e+01,7.2665637300638295e+00,1.3849770464916347e+01,3.1646053119344337e+01
mHEM,10,30,1.0592537251772897e+06,1.1912695121613041e+01,7.3348824415922751e+00,1.3989739293227798e+01,3.1621430366489609e+01
mHEM,10,30,1.0901844923851267e+06,1.2036363712189116e+01,7.4039756659156257e+00,1.4131274078212966e+01,3.1597082963390935e+01
mHEM,10,30,1.1220184543019629e+06,1.2161416554783763e+01,7.4738198951442616e+00,1.4274383925200510e+01,3.1572877492079197e+01
mHEM,10,30,1.1547819846894583e+06,1.2287875375066724e+01,7.5443917648095518e+00,1.4419075155296797e+01,3.1548693366070534e+01
mHEM,10,30,1.1885022274370189e+06,1.2415758667316469e+01,7.6156684705234401e+00,1.4565351679172352e+01,3.1524423316821871e+01
mHEM,10,30,1.2232071190499326e+06,1.2545081930900572e+01,7.6876281480063691e+00,1.4713215392803432e+01,3.1499973614925345e+01
mHEM,10,30,1.2589254117941661e+06,1.2675857949131750e+01,7.7602502106976736e+00,1.4862666587096673e+01,3.1475264036052327e+01
mHEM,10,30,1.2956866975170190e+06,1.2808097103813530e+01,7.8335156400860928e+00,1.5013704363154018e+01,3.1450227586381363e+01
mHEM,10,30,1.3335214321633240e+06,1.2941807718180618e+01,7.9074072249108251e+00,1.5166327044968117e+01,3.1424810006397987e+01
mHEM,10,30,1.3724609610075625e+06,1.3076996420455144e+01,7.9819097465301150e+00,1.5320532581550456e+01,3.1398969075810104e+01
mHEM,10,30,1.4125375446227554e+06,1.3213668519971092e+01,8.0570101089355344e+00,1.5476318930907453e+01,3.1372673745401841e+01
mHEM,10,30,1.4537843856076607e+06,1.3351828387712214e+01,8.1326974131330445e+00,1.5633684418859767e+01,3.1345903124202064e+01
mHEM,10,30,1.4962356560944328e+06,1.3491479833228647e+01,8.2089629768539520e+00,1.5792628066467410e+01,3.1318645352100695e+01
mHEM,10,30,1.5399265260594920e+06,1.3632626470196255e+01,8.2858003017683881e+00,1.5953149880718877e+01,3.1290896389079773e+01
mHEM,10,30,1.5848931924611141e+06,1.3775272063394342e+01,8.3632049915257483e+00,1.6115251104181212e+01,3.1262658752474714e+01
mHEM,10,30,1.6311729092278397e+06,1.3919420850563101e+01,8.4411746249888484e+00,1.6278934420429565e+01,3.1233940233148072e+01
mHEM,10,30,1.6788040181225589e+06,1.4065077833454417e+01,8.5197085899611658e+00,1.6444204113273127e+01,3.1204752620246062e+01
mHEM,10,30,1.7278259805078628e+06,1.4212249033387025e+01,8.5988078834489965e+00,1.6611066179010756e+01,3.1175110462198852e+01
mHEM,10,30,1.7782794100389229e+06,1.4360941707715289e+01,8.6784748850957776e+00,1.6779528392169869e+01,3.1145029889118014e+01
mHEM,10,30,1.8302061063110568e+06,1.4511164524810267e+01,8.7587131107893796e+00,1.6949600326356542e+01,3.1114527518571176e+01
mHEM,10,30,1.8836490894898020e+06,1.4662927696360175e+01,8.8395269536196679e+00,1.7121293332936471e+01,3.1083619463209651e+01
mHEM,10,30,1.9386526359522056e+06,1.4816243067027507e+01,8.9209214193075521e+00,1.7294620481256619e+01,3.1052320454798320e+01
mHEM,10,30,1.9952623149688789e+06,1.4971124162671730e+01,9.0029018629759943e+00,1.7469596464959057e+01,3.1020643095145019e+01
mHEM,10,30,2.0535250264571460e+06,1.5127586199454306e+01,9.0854737336664648e+00,1.7646237479617678e+01,3.0988597240220056e+01
mHEM,10,30,2.1134890398366475e+06,1.5285646057133263e+01,9.1686423323664794e+00,1.7824561077423937e+01,3.0956189519633664e+01
mHEM,10,30,2.1752040340195242e+06,1.5445322220696688e+01,9.2524125885239705e+00,1.8004586004943956e+01,3.0923422989703631e+01
mHEM,10,30,2.2387211385683380e+06,1.5606634695171039e+01,9.3367888590836703e+00,1.8186332030061074e+01,3.0890296914602956e+01
mHEM,10,30,2.3040929760558447e+06,1.5769604898919592e+01,9.4217747530895952e+00,1.8369819764112691e+01,3.0856806666868209e+01
mHEM,10,30,2.3713737056616554e+06,1.5934255541042143e+01,9.5073729838091001e+00,1.8555070484923935e+01,3.0822943735668371e+01
mHEM,10,30,2.4406190680419812e+06,1.6100610488569131e+01,9.5935852492644820e+00,1.8742105965966775e+01,3.0788695829010436e+01
mHEM,10,30,2.5118864315095823e+06,1.6268694629020889e+01,9.6804121409997279e+00,1.8930948316234662e+01,3.0754047054400004e+01
mHEM,10,30,2.5852348395621888e+06,1.6438533733602402e+01,9.7678530799134506e+00,1.9121619834667740e+01,3.0718978161424239e+01
mHEM,10,30,2.6607250597988088e+06,1.6610154325815760e+01,9.8559062771007007e+00,1.9314142882106079e+01,3.0683466829359521e+01
mHEM,10,30,2.7384196342643611e+06,1.6783583559647870e+01,9.9445687168732348e+00,1.9508539772835281e+01,3.0647487983105190e+01
mHEM,10,30,2.8183829312644550e+06,1.6958849110749373e+01,1.0033836158518159e+01,1.9704832686860126e+01,3.0611014121546759e+01
mHEM,10,30,2.9006811986931562e+06,1.7135979083186960e+01,1.0123703152908371e+01,1.9903043603118292e+01,3.0574015643760379e+01
mHEM,10,30,2.9853826189179569e+06,1.7315001933486485e+01,1.0214163069810807e+01,2.0103194252986953e+01,3.0536461160185414e+01
mHEM,10,30,3.0725573652674453e+06,1.7495946412794069e+01,1.0305208131656467e+01,2.0305306092647808e+01,3.0498317777977082e+01
mHEM,10,30,3.1622776601683795e+06,1.7678841527139578e+01,1.0396829449626800e+01,2.0509400292215812e+01,3.0459551352031170e+01
mHEM,10,30,3.2546178349804599e+06,1.7863716514989839e+01,1.0489017058161062e+01,2.0715497738995182e+01,3.0420126695593613e+01
mHEM,10,30,3.3496543915782794e+06,1.8050600840586853e+01,1.0581759944387825e+01,2.0923619051847734e+01,3.0380007746799667e+01
mHEM,10,30,3.4474660657314910e+06,1.8239524200988136e+01,1.0675046069485948e+01,2.1133784603427738e+01,3.0339157689805031e+01
mHEM,10,30,3.5481338923357530e+06,1.8430516544281719e+01,1.0768862379584572e+01,2.1346014546970451e+01,3.0297539031347281e+01
mHEM,10,30,3.6517412725483770e+06,1.8623608096158151e+01,1.0863194804447971e+01,2.1560328844400143e+01,3.0255113635428646e+01
mHEM,10,30,3.7583740428844434e+06,1.8818829391873393e+01,1.0958028242865433e+01,2.1776747292740357e+01,3.0211842720395627e+01
mHEM,10,30,3.8681205463305251e+06,1.9016211310641030e+01,1.1053346534308021e+01,2.1995289546138078e+01,3.0167686823853764e+01
mHEM,10,30,3.9810717055349695e+06,1.9215785109627646e+01,1.1149132417024617e+01,2.2215975131236910e+01,3.0122605741666050e+01
mHEM,10,30,4.0973210981354131e+06,1.9417582454977858e+01,1.1245367473275897e+01,2.2438823454113528e+01,3.0076558447672248e+01
mHEM,10,30,4.2169650342858229e+06,1.9621635447642952e+01,1.1342032062845755e+01,2.2663853797508040e+01,3.0029503000798723e+01
mHEM,10,30,4.3401026364474399e+06,1.9827976642196894e+01,1.1439105246296576e+01,2.2891085307589840e+01,2.9981396445917632e+01
mHEM,10,30,4.4668359215096347e+06,2.0036639057277263e+01,1.1536564699648679e+01,2.3120536969992472e+01,2.9932194714218600e+01
mHEM,10,30,4.5972698853087183e+06,2.0247656176746183e+01,1.1634386622254006e+01,2.3352227575283067e+01,2.9881852528030645e+01
mHEM,10,30,4.7315125896148030e+06,2.0461061941105431e+01,1.1732545639624300e+01,2.3586175674399193e+01,2.9830323314079120e+01
mHEM,10,30,4.8696752516586315e+06,2.0676890729097181e+01,1.1831014702848012e+01,2.3822399524859598e+01,2.9777559128090992e+01
mHEM,10,30,5.0118723362727249e+06,2.0895177329754162e+01,1.1929764986039368e+01,2.4060917028741926e+01,2.9723510592618851e+01
mHEM,10,30,5.1582216507230606e+06,2.1115956905413178e+01,1.2028765782997080e+01,2.4301745663500551e+01,2.9668126848939050e+01
mHEM,10,30,5.3088444423098788e+06,2.1339264946374779e+01,1.2127984403956244e+01,2.4544902406695069e+01,2.9611355522986042e+01
mHEM,10,30,5.4638654988185400e+06,2.1565137217961940e+01,1.2227386073004983e+01,2.4790403655605196e+01,2.9553142704544349e+01
mHEM,10,30,5.6234132519034911e+06,2.1793609700722140e+01,1.2326933826435766e+01,2.5038265142552039e+01,2.9493432938351447e+01
mHEM,10,30,5.7876198834912088e+06,2.2024718524423598e+01,1.2426588412032181e+01,2.5288501846533741e+01,2.9432169225404959e+01
mHEM,10,30,5.9566214352901094e+06,2.2258499896342851e+01,1.2526308189064515e+01,2.5541127901541849e+01,2.9369293032586686e+01
mHEM,10,30,6.1305579214982018e+06,2.2494990024138673e+01,1.2626049028610126e+01,2.5796156501676080e+01,2.9304744308738965e+01
mHEM,10,30,6.3095734448019303e+06,2.2734225033374184e+01,1.2725764213710194e+01,2.6053599802926360e+01,2.9238461505484331e+01
mHEM,10,30,6.4938163157621128e+06,2.2976240879508655e+01,1.2825404338849291e+01,2.6313468821274380e+01,2.9170381601378462e+01
mHEM,10,30,6.6834391756861489e+06,2.3221073253946834e+01,1.2924917208280323e+01,2.6575773326585736e+01,2.9100440128365349e+01
mHEM,10,30,6.8785991230880814e+06,2.3468757483521927e+01,1.3024247732810622e+01,2.6840521731627891e+01,2.9028571199930621e+01
mHEM,10,30,7.0794578438413730e+06,2.3719328422614947e+01,1.3123337824802471e+01,2.7107720975466759e+01,2.8954707540778273e+01
mHEM,10,30,7.2861817451322740e+06,2.3972820336981943e+01,1.3222126291319487e+01,2.7377376400466446e+01,2.8878780518274503e+01
mHEM,10,30,7.4989420933245579e+06,2.4229266778276699e+01,1.3320548725536565e+01,2.7649491622131080e+01,2.8800720176248422e+01
mHEM,10,30,7.7179151558501273e+06,2.4488700448219760e+01,1.3418537396732289e+01,2.7924068391087673e+01,2.8720455272029763e+01
mHEM,10,30,7.9432823472428219e+06,2.4751153051371862e+01,1.3516021139366366e+01,2.8201106446595904e+01,2.8637913317790304e+01
mHEM,10,30,8.1752303794364929e+06,2.5016655135507442e+01,1.3612925241920774e+01,2.8480603361077776e+01,2.8553020627378547e+01
mHEM,10,30,8.4139514164519478e+06,2.5285235918654500e+01,1.3709171336328138e+01,2.8762554375277880e+01,2.8465702369858448e+01
mHEM,10,30,8.6596432336006537e+06,2.5556923101942431e+01,1.3804677288930414e+01,2.9046952223772287e+01,2.8375882630930239e+01
mHEM,10,30,8.9125093813374583e+06,2.5831742667489799e+01,1.3899357094006865e+01,2.9333786950650133e+01,2.8283484483322816e+01
