solver,length_m,rho_ohm_m,frequency_hz,z_real_ohm,z_imag_ohm,z_magnitude_ohm,z_phase_deg
mHEM,10,300,2.5118864315095823e+04,4.2116345972493249e+01,-1.4030263941031618e-01,4.2116579667695881e+01,-1.9086934467627398e-01
mHEM,10,300,2.5852348395621888e+04,4.2104635528104353e+01,-1.3186274151133801e-01,4.2104842010594297e+01,-1.7943757898359003e-01
mHEM,10,300,2.6607250597988084e+04,4.2092784323184681e+01,-1.2300129350872510e-01,4.2092964036716957e+01,-1.6742620016352186e-01
mHEM,10,300,2.7384196342643612e+04,4.2080791747798358e+01,-1.1370375374062407e-01,4.2080945363254244e+01,-1.5481479979151491e-01
mHEM,10,300,2.8183829312644550e+04,4.2068657254928695e+01,-1.0395513809111409e-01,4.2068785695612846e+01,-1.4158233080606097e-01
mHEM,10,300,2.9006811986931560e+04,4.2056380364976555e+01,-9.3740008531648517e-02,4.2056484834003719e+01,-1.2770709032693983e-01
mHEM,10,300,2.9853826189179570e+04,4.2043960670633318e+01,-8.3042458972639899e-02,4.2044042680548138e+01,-1.1316669877036765e-01
mHEM,10,300,3.0725573652674455e+04,4.2031397841967134e+01,-7.1846102872658912e-02,4.2031459246762033e+01,-9.7938081319553755e-02
mHEM,10,300,3.1622776601683792e+04,4.2018691631757633e+01,-6.0134059808828404e-02,4.2018734661456527e+01,-8.1997447945575161e-02
mHEM,10,300,3.2546178349804602e+04,4.2005841881235909e+01,-4.7888940622314635e-02,4.2005869179223353e+01,-6.5320271452424611e-02
mHEM,10,300,3.3496543915782793e+04,4.1992848525934967e+01,-3.5092835272201549e-02,4.1992863189227833e+01,-4.7881269186548975e-02
mHEM,10,300,3.4474660657314911e+04,4.1979711602116318e+01,-2.1727296686139770e-02,4.1979717224777502e+01,-2.9654379262670921e-02
mHEM,10,300,3.5481338923357529e+04,4.1966431253348112e+01,-7.7733259769011340e-03,4.1966431973263937e+01,-1.0612738630873954e-02
mHEM,10,300,3.6517412725483773e+04,4.1953007737468219e+01,6.7886401345652880e-03,4.1953008286721264e+01,9.2713358570823256e-03
mHEM,10,300,3.7583740428844430e+04,4.1939441434166710e+01,2.1978749514881761e-02,4.1939447193249102e+01,3.0026376790729260e-02
mHEM,10,300,3.8681205463305247e+04,4.1925732852566590e+01,3.7817746162809730e-02,4.1925749908698187e+01,5.1681783733747037e-02
mHEM,10,300,3.9810717055349691e+04,4.1911882639576163e+01,5.4326988600999111e-02,4.1911917849405270e+01,7.4267850097667856e-02
mHEM,10,300,4.0973210981354132e+04,4.1897891588505701e+01,7.1528466709911059e-02,4.1897952645490051e+01,9.7815787873354723e-02
mHEM,10,300,4.2169650342858222e+04,4.1883760648290533e+01,8.9444818455365213e-02,4.1883856155072912e+01,1.2235775218891588e-01
mHEM,10,300,4.3401026364474405e+04,4.1869490933003192e+01,1.0809934700377229e-01,4.1869630479115280e+01,1.4792686635723420e-01
mHEM,10,300,4.4668359215096345e+04,4.1855083732015459e+01,1.2751603831156996e-01,4.1855277977264130e+01,1.7455724751748145e-01
mHEM,10,300,4.5972698853087182e+04,4.1840540520908831e+01,1.4771958149699316e-01,4.1840801284829283e+01,2.0228403601547118e-01
mHEM,10,300,4.7315125896148027e+04,4.1825862972423515e+01,1.6873538457935022e-01,4.1826203330184747e+01,2.3114341835969654e-01
mHEM,10,300,4.8696752516586312e+04,4.1811052968664988e+01,1.9058959680951781e-01,4.1811487353871080e+01,2.6117265909254189e-01
mHEM,10,300,5.0118723362727251e+04,4.1796112613384025e+01,2.1330912530455209e-01,4.1796656928199624e+01,2.9241012473813388e-01
mHEM,10,300,5.1582216507230609e+04,4.1781044245255501e+01,2.3692165699175369e-01,4.1781715978350498e+01,3.2489531487003953e-01
mHEM,10,300,5.3088444423098794e+04,4.1765850451899283e+01,2.6145567874514697e-01,4.1766668804710335e+01,3.5866889052677275e-01
mHEM,10,300,5.4638654988185401e+04,4.1750534084276808e+01,2.8694049691213663e-01,4.1751520106112636e+01,3.9377270158544986e-01
mHEM,10,300,5.6234132519034909e+04,4.1735098272327058e+01,3.1340626079848161e-01,4.1736275004905558e+01,4.3024981932213818e-01
mHEM,10,300,5.7876198834912087e+04,4.1719546441181961e+01,3.4088398325998348e-01,4.1720939073179807e+01,4.6814456473116023e-01
mHEM,10,300,5.9566214352901094e+04,4.1703882328135748e+01,3.6940556225429577e-01,4.1705518360385085e+01,5.0750253784551891e-01
mHEM,10,300,6.1305579214982019e+04,4.1688110000849576e+01,3.9900380493939858e-01,4.1690019422870151e+01,5.4837065019159104e-01
mHEM,10,300,6.3095734448019299e+04,4.1672233876241016e+01,4.2971245013738607e-01,4.1674449354801709e+01,5.9079715459477589e-01
mHEM,10,300,6.4938163157621129e+04,4.1656258740446120e+01,4.6156619118894526e-01,4.1658815820902092e+01,6.3483167505743232e-01
mHEM,10,300,6.6834391756861485e+04,4.1640189769877601e+01,4.9460070077217400e-01,4.1643127091089397e+01,6.8052523881494709e-01
mHEM,10,300,6.8785991230880813e+04,4.1624032553484817e+01,5.2885265567465389e-01,4.1627392077152493e+01,7.2793030774142831e-01
mHEM,10,300,7.0794578438413737e+04,4.1607793115983185e+01,5.6435976117824316e-01,4.1611620371267627e+01,7.7710080856781005e-01
mHEM,10,300,7.2861817451322742e+04,4.1591477942348206e+01,6.0116077522753841e-01,4.1595822286697370e+01,8.2809216206354208e-01
mHEM,10,300,7.4989420933245579e+04,4.1575094003861139e+01,6.3929553657007243e-01,4.1580008901068901e+01,8.8096131685902557e-01
mHEM,10,300,7.7179151558501268e+04,4.1558648785149067e+01,6.7880498868170103e-01,4.1564192101615923e+01,9.3576677655531526e-01
mHEM,10,300,7.9432823472428208e+04,4.1542150312933835e+01,7.1973120766771359e-01,4.1548384633264376e+01,9.9256863128271811e-01
mHEM,10,300,8.1752303794364940e+04,4.1525607186150452e+01,7.6211742878708555e-01,4.1532600149204853e+01,1.0514285862330199e+00
mHEM,10,300,8.4139514164519482e+04,4.1509028607655097e+01,8.0600807346519643e-01,4.1516853264254266e+01,1.1124099896070128e+00
mHEM,10,300,8.6596432336006532e+04,4.1492424417645218e+01,8.5144877722048140e-01,4.1501159611199192e+01,1.1755778604290510e+00
mHEM,10,300,8.9125093813374595e+04,4.1475805128879159e+01,8.9848641859843992e-01,4.1485535900276915e+01,1.2409989162119575e+00
mHEM,10,300,9.1727593538978035e+04,4.1459181963529865e+01,9.4716914610702030e-01,4.1469999981630302e+01,1.3087415961696187e+00
mHEM,10,300,9.4406087628592257e+04,4.1442566892127743e+01,9.9754640748135137e-01,4.1454570911342955e+01,1.3788760857653171e+00
mHEM,10,300,9.7162795157710585e+04,4.1425972674627083e+01,1.0496689794565568e+00,4.1439269021127572e+01,1.4514743398957921e+00
mHEM,10,300,1.0000000000000000e+05,4.1409412903321893e+01,1.1035889956380784e+00,4.1424115991401614e+01,1.5266101011848989e+00
mHEM,10,300,1.0292005271944286e+05,4.1392902048236465e+01,1.1593599772689378e+00,4.1409134928561251e+01,1.6043589197773789e+00
mHEM,10,300,1.0592537251772897e+05,4.1376455504816413e+01,1.2170368619619771e+00,4.1394350446231506e+01,1.6847981675830823e+00
mHEM,10,300,1.0901844923851268e+05,4.1360089644062072e+01,1.2766760341967478e+00,4.1379788750803733e+01,1.7680070519593349e+00
mHEM,10,300,1.1220184543019629e+05,4.1343821865250604e+01,1.3383353548819763e+00,4.1365477731409086e+01,1.8540666248137327e+00
mHEM,10,300,1.1547819846894582e+05,4.1327670651464736e+01,1.4020741915541481e+00,4.1351447054662572e+01,1.9430597889863759e+00
mHEM,10,300,1.1885022274370189e+05,4.1311655627861903e+01,1.4679534479010701e+00,4.1337728264144594e+01,2.0350712997722269e+00
mHEM,10,300,1.2232071190499325e+05,4.1295797623164255e+01,1.5360355948312510e+00,4.1324354885248084e+01,2.1301877642833773e+00
mHEM,10,300,1.2589254117941661e+05,4.1280118734060231e+01,1.6063846991168091e+00,4.1311362535017736e+01,2.2284976327835051e+00
mHEM,10,300,1.2956866975170189e+05,4.1264642393120909e+01,1.6790664541299600e+00,4.1298789037810003e+01,2.3300911878157762e+00
mHEM,10,300,1.3335214321633239e+05,4.1249393440120976e+01,1.7541482082696187e+00,4.1286674546570964e+01,2.4350605245880526e+00
mHEM,10,300,1.3724609610075626e+05,4.1234398197088993e+01,1.8316989951264968e+00,4.1275061670273047e+01,2.5434995277351833e+00
mHEM,10,300,1.4125375446227554e+05,4.1219684547114561e+01,1.9117895614991844e+00,4.1263995607443206e+01,2.6555038385624545e+00
mHEM,10,300,1.4537843856076605e+05,4.1205282017269717e+01,1.9944923956594831e+00,4.1253524286284616e+01,2.7711708155315034e+00
mHEM,10,300,1.4962356560944329e+05,4.1191221865655081e+01,2.0798817545809323e+00,4.1243698511392743e+01,2.8905994856269199e+00
mHEM,10,300,1.5399265260594920e+05,4.1177537173190366e+01,2.1680336919534904e+00,4.1234572117810558e+01,3.0138904884751097e+00
mHEM,10,300,1.5848931924611141e+05,4.1164262939712387e+01,2.2590260826256903e+00,4.1226202131796740e+01,3.1411460065418493e+00
mHEM,10,300,1.6311729092278396e+05,4.1151436185089260e+01,2.3529386478572913e+00,4.1218648939236886e+01,3.2724696867466774e+00
mHEM,10,300,1.6788040181225591e+05,4.1139096055699881e+01,2.4498529795513022e+00,4.1211976461964525e+01,3.4079665501890912e+00
mHEM,10,300,1.7278259805078627e+05,4.1127283936029627e+01,2.5498525622890700e+00,4.1206252341655784e+01,3.5477428875946728e+00
mHEM,10,300,1.7782794100389228e+05,4.1116043565960666e+01,2.6530227938199835e+00,4.1201548131866403e+01,3.6919061405234412e+00
mHEM,10,300,1.8302061063110569e+05,4.1105421164233817e+01,2.7594510046264551e+00,4.1197939498668809e+01,3.8405647682999255e+00
mHEM,10,300,1.8836490894898021e+05,4.1095465557792586e+01,2.8692264749651990e+00,4.1195506429419680e+01,3.9938280975713658e+00
mHEM,10,300,1.9386526359522057e+05,4.1086228318008537e+01,2.9824404498838915e+00,4.1194333450568543e+01,4.1518061541605364e+00
mHEM,10,300,1.9952623149688786e+05,4.1077763903402214e+01,3.0991861516238339e+00,4.1194509853936495e+01,4.3146094754567317e+00
mHEM,10,300,2.0535250264571462e+05,4.1070129809868071e+01,3.2195587898385405e+00,4.1196129932320588e+01,4.4823489028393793e+00
mHEM,10,300,2.1134890398366476e+05,4.1063386728143144e+01,3.3436555681764699e+00,4.1199293223836257e+01,4.6551353511111655e+00
mHEM,10,300,2.1752040340195244e+05,4.1057598709366104e+01,3.4715756880761566e+00,4.1204104765634490e+01,4.8330795549748657e+00
mHEM,10,300,2.2387211385683378e+05,4.1052833338723943e+01,3.6034203484568410e+00,4.1210675356571343e+01,5.0162917896556696e+00
mHEM,10,300,2.3040929760558446e+05,4.1049161917934747e+01,3.7392927419451776e+00,4.1219121829252842e+01,5.2048815653950227e+00
mHEM,10,300,2.3713737056616554e+05,4.1046659656582541e+01,3.8792980458594655e+00,4.1229567330884393e+01,5.3989572922751385e+00
mHEM,10,300,2.4406190680419814e+05,4.1045405873163098e+01,4.0235434092117641e+00,4.1242141613385009e+01,5.5986259159578129e+00
mHEM,10,300,2.5118864315095820e+05,4.1045484205826760e+01,4.1721379331749899e+00,4.1256981331942015e+01,5.8039925197765436e+00
mHEM,10,300,2.5852348395621887e+05,4.1046982833666718e+01,4.3251926466830231e+00,4.1274230352342748e+01,6.0151598944015872e+00
mHEM,10,300,2.6607250597988087e+05,4.1049994708985004e+01,4.4828204752493193e+00,4.1294040066588437e+01,6.2322280714512344e+00
mHEM,10,300,2.7384196342643612e+05,4.1054617800620832e+01,4.6451362021203328e+00,4.1316569715929973e+01,6.4552938189975437e+00
mHEM,10,300,2.8183829312644550e+05,4.1060955349503168e+01,4.8122564223357358e+00,4.1341986721590970e+01,6.6844500988798785e+00
mHEM,10,300,2.9006811986931559e+05,4.1069116136469219e+01,4.9842994877567364e+00,4.1370467021952372e+01,6.9197854825757616e+00
mHEM,10,300,2.9853826189179573e+05,4.1079214763170491e+01,5.1613854432175250e+00,4.1402195415848929e+01,7.1613835253299785e+00
mHEM,10,300,3.0725573652674456e+05,4.1091371946515295e+01,5.3436359521232637e+00,4.1437365910922580e+01,7.4093220959856296e+00
mHEM,10,300,3.1622776601683791e+05,4.1105714827312731e+01,5.5311742110583184e+00,4.1476182076192046e+01,7.6636726618890494e+00
mHEM,10,300,3.2546178349804599e+05,4.1122377293773823e+01,5.7241248522138317e+00,4.1518857397756229e+01,7.9244995274977184e+00
mHEM,10,300,3.3496543915782793e+05,4.1141500320467813e+01,5.9226138328017557e+00,4.1565615636383249e+01,8.1918590261671174e+00
mHEM,10,300,3.4474660657314910e+05,4.1163232323200241e+01,6.1267683092655707e+00,4.1616691185258567e+01,8.4657986631671740e+00
mHEM,10,300,3.5481338923357532e+05,4.1187729531064562e+01,6.3367164968681386e+00,4.1672329427160761e+01,8.7463562120666527e+00
mHEM,10,300,3.6517412725483772e+05,4.1215156375610320e+01,6.5525875108775251e+00,4.1732787088256160e+01,9.0335587614419808e+00
mHEM,10,300,3.7583740428844432e+05,4.1245685898402556e+01,6.7745111897415633e+00,4.1798332587432448e+01,9.3274217148873859e+00
mHEM,10,300,3.8681205463305250e+05,4.1279500177446657e+01,7.0026178976026383e+00,4.1869246378692360e+01,9.6279477439610819e+00
mHEM,10,300,3.9810717055349692e+05,4.1316790773313777e+01,7.2370383043116364e+00,4.1945821284412354e+01,9.9351256954620251e+00
mHEM,10,300,4.0973210981354135e+05,4.1357759195529326e+01,7.4779031413197021e+00,4.2028362816868679e+01,1.0248929455582758e+01
mHEM,10,300,4.2169650342858228e+05,4.1402617390239612e+01,7.7253429309072112e+00,4.2117189485561468e+01,1.0569316773007237e+01
mHEM,10,300,4.3401026364474400e+05,4.1451588249602160e+01,7.9794876866023055e+00,4.2212633087207358e+01,1.0896228044629096e+01
mHEM,10,300,4.4668359215096349e+05,4.1504906143835711e+01,8.2404665818549798e+00,4.2315038975466869e+01,1.1229585067411945e+01
mHEM,10,300,4.5972698853087181e+05,4.1562817476507533e+01,8.5084075844765987e+00,4.2424766307064779e+01,1.1569289761677968e+01
mHEM,10,300,4.7315125896148029e+05,4.1625581263761212e+01,8.7834370533956303e+00,4.2542188260795328e+01,1.1915222870948325e+01
mHEM,10,300,4.8696752516586310e+05,4.1693469738172425e+01,9.0656792945652871e+00,4.2667692225849400e+01,1.2267242645047647e+01
mHEM,10,300,5.0118723362727248e+05,4.1766768977686418e+01,9.3552560721884888e+00,4.2801679955483621e+01,1.2625183513608972e+01
mHEM,10,300,5.1582216507230612e+05,4.1845779560209195e+01,9.6522860709912024e+00,4.2944567682046497e+01,1.2988854757806683e+01
mHEM,10,300,5.3088444423098792e+05,4.1930817244272404e+01,9.9568843055148015e+00,4.3096786189296978e+01,1.3358039189807906e+01
mHEM,10,300,5.4638654988185398e+05,4.2022213676053731e+01,1.0269161471170021e+01,4.3258780837615845e+01,1.3732491849178755e+01
mHEM,10,300,5.6234132519034913e+05,4.2120317122705472e+01,1.0589223231850333e+01,4.3431011537508937e+01,1.4111938726969202e+01
mHEM,10,300,5.7876198834912083e+05,4.2225493232214319e+01,1.0917169438125212e+01,4.3613952667059571e+01,1.4496075528382935e+01
mHEM,10,300,5.9566214352901094e+05,4.2338125819326415e+01,1.1253093270067465e+01,4.3808092928566879e+01,1.4884566486405229e+01
mHEM,10,300,6.1305579214982025e+05,4.2458617676967819e+01,1.1597080296989830e+01,4.4013935139382319e+01,1.5277043237664795e+01
mHEM,10,300,6.3095734448019299e+05,4.2587391412411371e+01,1.1949207447125056e+01,4.4231995952346068e+01,1.5673103773876074e+01
mHEM,10,300,6.4938163157621131e+05,4.2724890306631693e+01,1.2309541878445515e+01,4.4462805500450763e+01,1.6072311481050164e+01
mHEM,10,300,6.6834391756861482e+05,4.2871579195348140e+01,1.2678139741606412e+01,4.4706906960901549e+01,1.6474194279151842e+01
mHEM,10,300,6.8785991230880818e+05,4.3027945369289981e+01,1.3055044825199113e+01,4.4964856033246242e+01,1.6878243874787845e+01
mHEM,10,300,7.0794578438413737e+05,4.3194499490290461e+01,1.3440287071896673e+01,4.5237220325653254e+01,1.7283915138257615e+01
mHEM,10,300,7.2861817451322742e+05,4.3371776520104241e+01,1.3833880954222767e+01,4.5524578644568180e+01,1.7690625616548132e+01
mHEM,10,300,7.4989420933245588e+05,4.3560336656169113e+01,1.4235823696509092e+01,4.5827520180748166e+01,1.8097755192117265e+01
mHEM,10,300,7.7179151558501273e+05,4.3760766269066998e+01,1.4646093329023161e+01,4.6146643586054758e+01,1.8504645896134704e+01
mHEM,10,300,7.9432823472428217e+05,4.3973678833824543e+01,1.5064646559105233e+01,4.6482555933716789e+01,1.8910601883899378e+01
mHEM,10,300,8.1752303794364934e+05,4.4199715846483969e+01,1.5491416442513843e+01,4.6835871554881031e+01,1.9314889577674542e+01
mHEM,10,300,8.4139514164519473e+05,4.4439547714736008e+01,1.5926309837013443e+01,4.7207210742797010e+01,1.9716737980789272e+01
mHEM,10,300,8.6596432336006535e+05,4.4693874609904633e+01,1.6369204619021456e+01,4.7597198315712568e+01,2.0115339164719401e+01
mHEM,10,300,8.9125093813374592e+05,4.4963427264473026e+01,1.6819946642095864e+01,4.8006462027632367e+01,2.0509848928199585e+01
mHEM,10,300,9.1727593538978032e+05,4.5248967696764645e+01,1.7278346415440222e+01,4.8435630815287276e+01,2.0899387625988766e+01
mHEM,10,300,9.4406087628592260e+05,4.5551289840368746e+01,1.7744175478259940e+01,4.8885332867073352e+01,2.1283041161873616e+01
mHEM,10,300,9.7162795157710579e+05,4.5871220052558336e+01,1.8217162445041172e+01,4.9356193498478468e+01,2.1659862138777022e+01
mHEM,10,300,1.0000000000000000e+06,4.6209617470523014e+01,1.8696988695233575e+01,4.9848832815240094e+01,2.2028871156820276e+01
mHEM,10,300,1.0292005271944286e+06,4.6567374179381552e+01,1.9183283679724468e+01,5.0363863143123908e+01,2.2389058248255715e+01
mHEM,10,300,1.0592537251772897e+06,4.6945415149273849e+01,1.9675619815785588e+01,5.0901886199560472e+01,2.2739384437139318e+01
mHEM,10,300,1.0901844923851267e+06,4.7344697891926728e+01,2.0173506941362959e+01,5.1463489978731822e+01,2.3078783410202160e+01
mHEM,10,300,1.1220184543019629e+06,4.7766211778757878e+01,2.0676386300151464e+01,5.2049245317547488e+01,2.3406163285577350e+01
mHEM,10,300,1.1547819846894583e+06,4.8210976953107199e+01,2.1183624028963493e+01,5.2659702104868700e+01,2.3720408465595586e+01
mHEM,10,300,1.1885022274370189e+06,4.8680042758792823e+01,2.1694504121211818e+01,5.3295385091611585e+01,2.4020381561359144e+01
mHEM,10,300,1.2232071190499326e+06,4.9174485594903601e+01,2.2208220842591334e+01,5.3956789253222709e+01,2.4304925378035254e+01
mHEM,10,300,1.2589254117941661e+06,4.9695406093486817e+01,2.2723870579950674e+01,5.4644374650378374e+01,2.4572864952822563e+01
mHEM,10,300,1.2956866975170190e+06,5.0243925501541383e+01,2.3240443110037745e+01,5.5358560726913247e+01,2.4823009640539279e+01
mHEM,10,300,1.3335214321633240e+06,5.0821181132332477e+01,2.3756812284006251e+01,5.6099719977757971e+01,2.5054155246658727e+01
mHEM,10,300,1.3724609610075625e+06,5.1428320732566533e+01,2.4271726134811722e+01,5.6868170912515154e+01,2.5265086212815220e+01
mHEM,10,300,1.4125375446227554e+06,5.2066495592487804e+01,2.4783796430145298e+01,5.7664170233980087e+01,2.5454577866455711e+01
mHEM,10,300,1.4537843856076607e+06,5.2736852204618714e+01,2.5291487713066246e+01,5.8487904144292763e+01,2.5621398753863787e+01
mHEM,10,300,1.4962356560944328e+06,5.3440522255075045e+01,2.5793105897621015e+01,5.9339478686124835e+01,2.5764313084459960e+01
mHEM,10,300,1.5399265260594920e+06,5.4178610708494318e+01,2.6286786518240582e+01,6.0218909021653076e+01,2.5882083324321901e+01
mHEM,10,300,1.5848931924611141e+06,5.4952181725587153e+01,2.6770482770271002e+01,6.1126107549518736e+01,2.5973472987346209e+01
mHEM,10,300,1.6311729092278397e+06,5.5762242130831240e+01,2.7241953527067032e+01,6.2060870759507800e+01,2.6037249685007872e+01
mHEM,10,300,1.6788040181225589e+06,5.6609722129840591e+01,2.7698751576599165e+01,6.3022864727969313e+01,2.6072188508338169e+01
mHEM,10,300,1.7278259805078628e+06,5.7495452961991454e+01,2.8138212389832049e+01,6.4011609164274802e+01,2.6077075829933396e+01
mHEM,10,300,1.7782794100389229e+06,5.8420141167266451e+01,2.8557443815295652e+01,6.5026459931839355e+01,2.6050713628852371e+01
mHEM,10,300,1.8302061063110568e+06,5.9384339150319143e+01,2.8953317190040913e+01,6.6066589987884541e+01,2.5991924456657816e+01
mHEM,10,300,1.8836490894898020e+06,6.0388411742471519e+01,2.9322460468110592e+01,6.7130968715505517e+01,2.5899557179402638e+01
mHEM,10,300,1.9386526359522056e+06,6.1432498500323604e+01,2.9661254093097661e+01,6.8218339662934952e+01,2.5772493646355450e+01
mHEM,10,300,1.9952623149688789e+06,6.2516471541933399e+01,2.9965830481711976e+01,6.9327196759367581e+01,2.5609656452833597e+01
mHEM,10,300,2.0535250264571460e+06,6.3639888816736800e+01,3.0232078137570721e+01,7.0455759148012902e+01,2.5410017979581969e+01
mHEM,10,300,2.1134890398366475e+06,6.4801942840392840e+01,3.0455651576048506e+01,7.1601944867518839e+01,2.5172610905134359e+01
mHEM,10,300,2.1752040340195242e+06,6.6001405109597400e+01,3.0631988405381019e+01,7.2763343725454149e+01,2.4896540398878653e+01
mHEM,10,300,2.2387211385683380e+06,6.7236566654018318e+01,3.0756335067648781e+01,7.3937189845258047e+01,2.4580998209962175e+01
mHEM,10,300,2.3040929760558447e+06,6.8505175491240124e+01,3.0823782883265803e+01,7.5120334532803540e+01,2.4225278869406274e+01
mHEM,10,300,2.3713737056616554e+06,6.9804372134199738e+01,3.0829316147249290e+01,7.6309220302378179e+01,2.3828798217818559e+01
mHEM,10,300,2.4406190680419812e+06,7.1130624764128939e+01,3.0767874072474932e+01,7.7499857124223070e+01,2.3391114456411390e+01
mHEM,10,300,2.5118864315095823e+06,7.2479666226311423e+01,3.0634428337831022e+01,7.8687802205063605e+01,2.2911951892624987e+01
mHEM,10,300,2.5852348395621888e+06,7.3846435625690617e+01,3.0424077844712098e+01,7.9868144884680845e+01,2.2391227510093056e+01
mHEM,10,300,2.6607250597988088e+06,7.5225027979281762e+01,3.0132161977184779e+01,8.1035498517026625e+01,2.1829080433097840e+01
mHEM,10,300,2.7384196342643611e+06,7.6608656095217498e+01,2.9754393160173532e+01,8.2184001490834490e+01,2.1225904274651846e+01
mHEM,10,300,2.8183829312644550e+06,7.7989629551548191e+01,2.9287008778111925e+01,8.3307329814110133e+01,2.0582382251828005e+01
mHEM,10,300,2.9006811986931562e+06,7.9359356281610630e+01,2.8726941520757695e+01,8.4398723915522822e+01,1.9899524818658318e+01
mHEM,10,300,2.9853826189179569e+06,8.0708372756556457e+01,2.8072005943252215e+01,8.5451032472927167e+01,1.9178709403776423e+01
mHEM,10,300,3.0725573652674453e+06,8.2026408993526701e+01,2.7321097464281330e+01,8.6456776131348306e+01,1.8421721644865691e+01
mHEM,10,300,3.1622776601683795e+06,8.3302494497215150e+01,2.6474398209451703e+01,8.7408233879945087e+01,1.7630797284388180e+01
mHEM,10,300,3.2546178349804599e+06,8.4525110647079046e+01,2.5533582106031485e+01,8.8297554581462819e+01,1.6808663630908573e+01
mHEM,10,300,3.3496543915782794e+06,8.5682393862192527e+01,2.4502009566149908e+01,8.9116895652483251e+01,1.5958579198744925e+01
mHEM,10,300,3.4474660657314910e+06,8.6762392026490446e+01,2.3384900123788920e+01,8.9858590151181403e+01,1.5084369816511687e+01
mHEM,10,300,3.5481338923357530e+06,8.7753374102137315e+01,2.2189469729049250e+01,9.0515342529131800e+01,1.4190459142999085e+01
mHEM,10,300,3.6517412725483770e+06,8.8644189630658403e+01,2.0925018295775928e+01,9.1080452051769512e+01,1.3281891144575377e+01
mHEM,10,300,3.7583740428844434e+06,8.9424671042839520e+01,1.9602952800208101e+01,9.1548061419165222e+01,1.2364341666585652e+01
mHEM,10,300,3.8681205463305251e+06,9.0086067592235153e+01,1.8236731965771227e+01,9.1913426478530013e+01,1.1444115760722996e+01
mHEM,10,300,3.9810717055349695e+06,9.0621495613399617e+01,1.6841720501033606e+01,9.2173201184749686e+01,1.0528126894641561e+01
mHEM,10,300,4.0973210981354131e+06,9.1026386077857595e+01,1.5434944026932824e+01,9.2325730213791090e+01,9.6238535475816178e+00
mHEM,10,300,4.2169650342858229e+06,9.1298907499307788e+01,1.4034740128049330e+01,9.2371339933060611e+01,8.7392679668204902e+00
mHEM,10,300,4.3401026364474399e+06,9.1440340508790911e+01,1.2660306114154992e+01,9.2312616815188036e+01,7.8827310180036854e+00
mHEM,10,300,4.4668359215096347e+06,9.1455380150440831e+01,1.1331149647053559e+01,9.2154660819654524e+01,7.0628461357680941e+00
mHEM,10,300,4.5972698853087183e+06,9.1352343221242691e+01,1.0066453828706655e+01,9.1905299655118952e+01,6.2882644658748665e+00
mHEM,10,300,4.7315125896148030e+06,9.1143260632877741e+01,8.8843730877631391e+00,9.1575247987407877e+01,5.5674325975952561e+00
mHEM,10,300,4.8696752516586315e+06,9.0843838385289715e+01,7.8012797544054795e+00,9.1178193327018349e+01,4.9082741990552368e+00
mHEM,10,300,5.0118723362727249e+06,9.0473274652275478e+01,6.8309833007126821e+00,9.0730787272902504e+01,4.3177980062309365e+00
mHEM,10,300,5.1582216507230606e+06,9.0053923877443523e+01,5.9839448941151652e+00,9.0252516874712143e+01,3.8016278656807456e+00
mHEM,10,300,5.3088444423098788e+06,8.9610800836990677e+01,5.2665096371063234e+00,8.9765426253121205e+01,3.3634570250162628e+00
mHEM,10,300,5.4638654988185400e+06,8.9170917677188939e+01,4.6801785921222177e+00,8.9293653923703701e+01,3.0044398237025365e+00
mHEM,10,300,5.6234132519034911e+06,8.8762444695611038e+01,4.2209438372656214e+00,8.8862747848683810e+01,2.7225503030118547e+00
mHEM,10,300,5.7876198834912088e+06,8.8413681464660783e+01,3.8787141978344364e+00,8.8498720295623400e+01,2.5119590654043074e+00
mHEM,10,300,5.9566214352901094e+06,8.8151820110000656e+01,3.6368690343358243e+00,8.8226811146492352e+01,2.3625052579870065e+00
mHEM,10,300,6.1305579214982018e+06,8.8001479796651381e+01,3.4719945634810192e+00,8.8069944888419698e+01,2.2593655583807308e+00
mHEM,10,300,6.3095734448019303e+06,8.7982995117045746e+01,3.3538830240386668e+00,8.8046896374063238e+01,2.1830394037473013e+00
mHEM,10,300,6.4938163157621128e+06,8.8110457544687307e+01,3.2459092861579126e+00,8.8170225449570623e+01,2.1097704572847276e+00
mHEM,10,300,6.6834391756861489e+06,8.8389546824509850e+01,3.1059386329324785e+00,8.8444100100762867e+01,2.0125002409035040e+00
mHEM,10,300,6.8785991230880814e+06,8.8815257445501985e+01,2.8879541509483047e+00,8.8862198005050359e+01,1.8623973936831102e+00
mHEM,10,300,7.0794578438413730e+06,8.9369731424604495e+01,2.5446048831453751e+00,8.9405950075580918e+01,1.6309296055189126e+00
mHEM,10,300,7.2861817451322740e+06,9.0020551658963484e+01,2.0308391276470648e+00,9.0043456333853015e+01,1.2923579658371007e+00
mHEM,10,300,7.4989420933245579e+06,9.0720011693154262e+01,1.3086657936823238e+00,9.0729450167878795e+01,8.2645300729106863e-01
mHEM,10,300,7.7179151558501273e+06,9.1406011218351509e+01,3.5284786471046736e-01,9.1406692252072176e+01,2.2117356146386491e-01
mHEM,10,300,7.9432823472428219e+06,9.2005251517054802e+01,-8.4303241926164807e-01,9.2009113735414502e+01,-5.2497924954138464e-01
